GeneID,150-1,150-2,150-3,33-1,33-2,33-3,con-1,con-2,con-3
ZNF264,0,2,0,6,0,13,0,8,0
ZNF263,0,2,0,13,1,11,18,8,6
ZNF260,2,0,0,2,2,38,16,8,10
ZNF26,0,0,0,0,0,2,0,0,0
ZNF257,0,0,0,2,0,2,0,0,2
ZNF256,0,0,0,0,0,0,0,0,0
ZNF254,0,0,0,0,0,6,0,0,10
ZNF253,0,0,0,0,0,5,2,4,0
ZNF252P-AS1,2,0,7,21,0,21,16,40,10
ZNF252P,1,0,1,2,0,27,10,0,2
ZNF251,0,0,0,0,0,0,0,0,0
ZNF250,0,0,0,2,12,4,24,8,4
ZNF25,0,0,0,0,2,10,4,0,1
ZNF248,1,4,0,4,16,12,10,19,1
ZNF24,2,8,0,26,14,84,28,18,58
ZNF239,0,0,0,0,0,2,4,0,0
ZNF236-DT,0,0,0,0,0,0,0,0,0
ZNF236,0,0,0,6,10,16,9,2,6
ZNF235,0,0,0,0,8,8,0,0,0
ZNF234,0,0,0,0,0,8,0,0,2
ZNF233,2,0,6,22,50,105,78,36,82
ZNF232,8,11,8,33,45,30,18,15,31
ZNF230,0,0,0,0,0,6,0,0,11
ZNF23,2,0,0,0,0,4,2,2,4
ZNF229,0,0,0,0,0,0,0,0,0
ZNF227,20,18,9,25,93,95,71,47,116
ZNF226,0,0,0,2,8,5,18,2,2
ZNF225,0,0,0,0,12,24,1,0,8
ZNF224,8,1,9,130,22,74,30,26,18
ZNF223,0,1,0,0,0,4,16,9,3
ZNF222,0,0,0,0,0,2,0,0,0
ZNF221,0,0,0,0,0,2,0,0,0
ZNF22-AS1,0,4,0,5,29,25,11,6,0
ZNF22,0,0,0,0,0,0,0,0,0
ZNF219,5,4,0,61,73,65,56,49,92
ZNF217,0,2,0,34,6,49,8,30,6
ZNF215,5,0,0,10,5,11,2,6,2
ZNF214,1,4,2,0,0,4,0,0,0
ZNF213-AS1,0,0,1,0,0,0,17,0,3
ZNF213,8,0,1,24,24,63,54,22,11
ZNF212,3,0,0,7,0,4,2,0,0
ZNF211,2,2,0,0,1,26,12,14,16
ZNF208,0,0,0,0,0,0,0,0,0
ZNF207,4,6,6,29,14,53,26,12,18
ZNF205-AS1,9,25,12,154,73,111,167,158,94
ZNF205,0,2,0,1,16,13,0,2,0
ZNF204P,0,0,0,0,0,0,0,8,2
ZNF202,0,0,0,0,0,2,4,0,4
ZNF200,0,0,0,2,2,8,0,0,8
ZNF20,0,0,0,0,0,0,0,0,0
ZNF2,0,0,0,0,2,0,0,0,0
ZNF197-AS1,0,0,0,0,0,0,0,1,0
ZNF197,0,0,0,0,0,0,0,0,0
ZNF195,0,0,0,0,0,11,0,2,1
ZNF192P1,0,0,0,0,0,0,1,0,0
ZNF19,0,0,0,5,0,12,2,1,0
ZNF189,0,0,0,0,0,29,0,7,0
ZNF185,0,0,0,0,0,1,0,0,0
ZNF184,2,0,0,14,6,17,4,10,0
ZNF182,0,0,0,0,0,7,0,1,4
ZNF181,3,3,5,28,34,41,115,29,33
ZNF180,0,2,0,0,0,1,5,2,2
ZNF18,1,0,0,0,0,11,0,0,1
ZNF177,0,0,0,0,0,0,0,0,0
ZNF175,0,6,4,10,18,11,76,0,27
ZNF174,0,2,0,0,2,4,0,0,0
ZNF17,0,0,0,2,18,4,0,0,0
ZNF169,0,0,0,0,0,2,0,2,0
ZNF165,0,0,2,22,4,21,6,5,14
ZNF160,4,2,0,0,2,11,0,0,4
ZNF16,0,0,0,2,0,4,0,0,4
ZNF157,0,0,0,0,0,0,0,0,0
ZNF155,0,4,0,0,38,22,22,24,8
ZNF154,17,12,14,157,207,237,201,170,200
ZNF148,0,4,0,6,6,26,14,8,3
ZNF146,5,6,2,15,12,98,36,33,27
ZNF143,0,0,0,4,0,1,10,0,0
ZNF142,5,8,0,18,30,38,43,0,18
ZNF141,0,0,0,0,0,0,0,0,0
ZNF140,6,0,0,13,20,97,36,64,50
ZNF14,0,0,0,6,0,6,2,4,16
ZNF138,0,4,0,4,0,7,0,6,1
ZNF137P,0,0,0,0,4,2,4,0,0
ZNF136,0,0,0,2,0,0,14,0,0
ZNF135,0,0,0,0,0,0,0,0,0
ZNF134,0,0,0,4,2,4,2,15,0
ZNF133,0,0,2,0,2,6,0,0,0
ZNF132,1,2,4,4,12,18,12,0,6
ZNF131,0,0,3,5,4,27,14,0,10
ZNF124,0,0,0,10,35,39,12,8,4
ZNF121,0,2,0,14,14,60,14,10,12
ZNF12,0,0,0,10,14,38,7,22,11
ZNF117,0,0,0,0,0,0,0,0,0
ZNF114,0,0,0,0,0,0,0,0,0
ZNF112,2,0,0,2,0,12,0,2,2
ZNF107,0,0,0,2,0,23,4,0,0
ZNF106,0,0,4,0,4,54,22,4,4
ZNF101,0,0,0,0,0,8,26,14,4
ZNF100,0,0,0,0,0,0,0,0,0
ZNF10,0,0,0,0,0,2,0,0,1
ZMYND8,9,2,0,6,20,39,28,18,6
ZMYND19,6,2,0,0,2,6,6,6,2
ZMYND15,0,2,2,12,11,23,18,13,3
ZMYND12,0,1,0,6,13,6,15,6,4
ZMYND11,0,0,2,29,6,43,30,12,7
ZMYND10,0,0,0,0,0,0,0,0,0
ZMYM6,2,1,0,8,18,20,14,8,2
ZMYM5,0,2,0,2,4,2,4,6,0
ZMYM4-AS1,25,29,21,228,226,286,281,153,216
ZMYM4,0,0,0,14,18,34,18,6,4
ZMYM3,0,0,0,0,2,0,2,14,2
ZMYM2,2,14,2,24,51,124,57,39,29
ZMYM1,2,0,0,15,0,15,10,8,10
ZMPSTE24,2,2,0,12,0,29,18,6,16
ZMIZ2,0,0,0,0,2,4,4,0,0
ZMIZ1-AS1,0,0,0,0,0,0,0,0,0
ZMIZ1,1,0,0,0,0,5,1,0,0
ZMAT5,0,0,0,0,0,0,0,6,4
ZMAT4,0,0,0,0,0,0,0,0,0
ZMAT3,3,0,4,0,0,27,8,0,0
ZMAT2,0,0,2,0,0,16,9,2,2
ZMAT1,0,0,0,0,0,0,0,0,0
ZKSCAN8,0,0,0,10,0,4,0,4,0
ZKSCAN7-AS1,0,1,0,0,7,6,4,15,16
ZKSCAN7,0,0,0,0,25,21,12,7,17
ZKSCAN5,5,1,0,2,4,21,2,4,2
ZKSCAN4,1,1,0,0,0,43,6,10,14
ZKSCAN3,0,0,0,0,0,6,6,0,0
ZKSCAN2,1,0,0,0,22,15,0,0,2
ZKSCAN1,3,6,0,18,19,135,56,51,38
ZIM3,0,0,0,0,0,0,0,0,0
ZIM2-AS1,0,0,0,0,0,0,0,0,0
ZIM2,1,6,1,8,10,3,10,8,30
ZIK1,1,1,0,10,12,4,8,4,10
ZIC5,0,0,0,0,0,0,0,0,0
ZIC4,0,0,0,0,0,0,0,0,0
ZIC3,0,0,0,0,0,0,0,0,0
ZIC2,0,0,0,0,0,0,0,0,0
ZIC1,0,0,0,0,0,0,0,0,0
ZHX3,11,11,13,34,15,38,18,0,49
ZHX2,2,0,0,0,0,1,0,0,0
ZHX1-C8orf76,2,1,0,0,0,0,0,0,0
ZHX1,0,0,0,2,0,10,2,0,4
ZGRF1,0,0,0,1,0,8,2,0,2
ZGPAT,0,0,0,3,0,7,1,1,3
ZGLP1,0,0,0,0,0,0,0,0,0
ZG16B,0,0,0,0,0,0,0,0,0
ZG16,0,0,0,0,0,0,0,0,0
ZFYVE9,0,2,0,0,11,19,11,6,23
ZFYVE28,0,0,0,0,0,2,2,0,0
ZFYVE27,2,0,0,14,10,25,2,1,4
ZFYVE26,0,4,0,2,10,6,0,6,4
ZFYVE21,3,0,0,0,18,18,48,18,36
ZFYVE19,0,14,25,57,77,106,98,79,114
ZFYVE16,27,31,32,265,333,469,427,419,479
ZFYVE1,0,0,0,0,8,9,0,0,0
ZFY-AS1,5,5,0,32,38,16,23,4,2
ZFY,1,0,0,0,0,12,18,2,1
ZFX-AS1,0,0,0,0,30,0,8,4,1
ZFX,0,0,0,12,2,2,8,2,0
ZFR2,0,0,0,0,0,4,0,0,0
ZFR,2,2,0,7,33,54,32,39,8
ZFPM2-AS1,0,0,0,0,0,7,2,0,0
ZFPM2,10,5,6,86,169,202,114,136,124
ZFPM1,0,0,0,0,0,5,2,0,0
ZFPL1,0,0,0,1,4,6,0,2,0
ZFP92,0,0,0,0,0,0,0,0,0
ZFP91-CNTF,0,0,0,0,0,0,0,0,0
ZFP91,0,0,2,0,8,26,5,4,20
ZFP90,3,2,0,2,24,36,12,0,8
ZFP82,0,0,0,0,0,3,0,0,0
ZFP69B,0,0,0,0,2,0,0,4,0
ZFP69,0,3,0,0,18,39,4,38,29
ZFP64,0,0,2,2,8,14,20,9,0
ZFP62,2,0,0,6,16,22,8,10,2
ZFP57,0,0,0,0,0,0,0,0,0
ZFP42,0,0,0,0,0,0,0,0,0
ZFP41,6,0,4,0,0,9,8,0,0
ZFP37,0,0,0,0,2,0,2,0,2
ZFP36L2,7,2,0,48,29,46,47,18,32
ZFP36L1,3,0,0,15,12,38,24,6,15
ZFP36,0,0,0,0,4,6,7,0,0
ZFP30,8,0,0,6,16,37,18,3,10
ZFP3,0,0,0,0,0,4,0,0,1
ZFP28,0,0,0,0,0,0,0,0,0
ZFP2,0,0,0,0,4,0,0,0,0
ZFP14,0,8,9,76,150,165,119,92,191
ZFP1,0,0,0,0,7,10,2,8,1
ZFHX4-AS1,0,0,0,0,0,1,0,0,0
ZFHX4,0,0,0,0,0,0,0,0,0
ZFHX3,12,0,15,52,81,120,93,76,90
ZFHX2,0,0,0,26,0,0,0,1,0
ZFC3H1,0,0,0,8,1,13,6,0,4
ZFAT-AS1,7,12,7,25,53,53,26,33,71
ZFAT,0,0,0,0,0,8,0,0,2
ZFAS1,0,10,1,5,10,111,64,17,32
ZFAND6,0,0,0,2,0,10,6,2,2
ZFAND5,0,0,0,6,13,40,29,7,8
ZFAND4,0,0,0,0,0,0,0,0,0
ZFAND3,0,0,0,2,2,4,12,1,0
ZFAND2B,0,4,2,6,23,4,0,3,26
ZFAND2A,0,0,0,0,2,8,4,0,0
ZFAND1,0,0,0,6,8,23,22,6,2
ZER1,2,0,1,28,22,8,48,18,16
ZEB2-AS1,0,0,0,0,0,0,0,0,0
ZEB2,0,0,0,0,0,0,0,0,0
ZEB1-AS1,0,0,5,10,0,9,16,4,4
ZEB1,3,0,6,69,72,77,107,50,30
ZDHHC9,4,3,0,0,6,28,14,0,4
ZDHHC8P1,0,0,0,0,0,0,0,0,0
ZDHHC8,0,0,0,0,0,2,0,0,0
ZDHHC7,0,2,2,10,5,35,21,1,2
ZDHHC6,334,280,317,2234,2573,2857,2598,2035,2367
ZDHHC5,8,1,0,2,29,45,8,36,20
ZDHHC4,6,0,0,8,6,20,18,4,14
ZDHHC3,2,0,0,18,24,102,17,20,44
ZDHHC24,3,3,1,18,40,51,11,77,60
ZDHHC23,0,0,0,0,6,12,10,0,6
ZDHHC22,0,0,0,0,0,0,0,0,0
ZDHHC21,0,0,0,0,2,12,2,0,0
ZDHHC20,8,4,0,12,35,74,22,41,14
ZDHHC2,2,0,0,18,5,39,12,18,17
ZDHHC19,0,0,0,0,0,0,0,0,0
ZDHHC18,2,0,0,10,4,2,0,12,3
ZDHHC17,0,4,0,2,0,8,8,12,6
ZDHHC16,0,2,3,14,10,14,19,49,18
ZDHHC15,0,0,0,0,0,1,0,0,0
ZDHHC14,0,0,0,0,0,0,0,0,0
ZDHHC13,0,0,0,0,2,16,2,2,8
ZDHHC12,0,0,0,0,4,2,2,2,0
ZDHHC11B,0,0,0,0,0,0,0,0,0
ZDHHC11,0,1,0,0,3,3,0,0,0
ZDHHC1,0,0,0,0,0,14,0,0,2
ZDBF2,0,0,0,0,0,0,0,0,0
ZCWPW2,19,15,14,49,77,91,176,74,95
ZCWPW1,0,0,0,4,0,17,2,5,4
ZCRB1,0,0,0,14,2,4,5,0,0
ZCCHC9,0,0,0,0,2,8,10,4,0
ZCCHC8,1,4,0,0,10,4,12,0,0
ZCCHC7,0,0,0,12,0,5,7,0,8
ZCCHC4,0,0,0,0,0,7,4,0,14
ZCCHC3,3,2,0,16,36,52,38,22,6
ZCCHC24,0,0,0,0,0,0,0,0,0
ZCCHC2,0,0,0,0,2,6,14,8,4
ZCCHC18,0,0,0,0,0,0,0,0,0
ZCCHC17,0,0,2,16,11,17,5,1,6
ZCCHC14,6,0,1,44,37,77,33,14,22
ZCCHC13,0,0,0,0,0,0,0,0,0
ZCCHC12,0,0,0,0,0,0,0,0,0
ZCCHC10,0,0,0,6,0,3,2,4,0
ZC4H2,0,0,0,2,0,2,0,0,0
ZC3HC1,0,0,0,0,0,4,6,0,0
ZC3HAV1L,0,0,0,0,0,0,0,0,0
ZC3HAV1,0,2,0,30,2,24,8,18,3
ZC3H8,0,0,0,4,0,6,2,0,12
ZC3H7B,2,2,0,0,4,23,8,8,0
ZC3H7A,0,12,4,14,2,7,0,2,0
ZC3H6,2,0,0,6,6,16,10,2,8
ZC3H4,0,0,0,4,0,11,10,0,4
ZC3H3,0,0,0,0,0,0,1,0,0
ZC3H18-AS1,0,0,0,0,0,0,0,0,0
ZC3H18,0,3,2,6,20,26,27,12,9
ZC3H15,4,2,2,2,4,28,2,20,10
ZC3H14,28,13,14,163,311,336,279,261,297
ZC3H13,5,2,0,0,10,17,16,1,9
ZC3H12D,0,0,0,0,0,4,0,0,0
ZC3H12C,0,0,0,0,0,0,0,0,0
ZC3H12B,1,0,1,1,0,15,20,6,24
ZC3H12A,0,0,0,6,20,17,25,16,15
ZC3H11B,0,0,0,0,0,2,2,0,1
ZC3H11A,4,0,0,31,28,38,11,12,25
ZC3H10,1,0,0,0,16,7,40,30,18
ZC2HC1C,1,3,0,0,23,23,17,5,17
ZC2HC1B,0,0,0,0,0,0,0,0,0
ZC2HC1A,0,0,4,10,13,2,6,0,0
ZBTB9,0,0,0,0,0,0,0,0,0
ZBTB8OS,0,2,0,0,0,12,5,6,12
ZBTB8B,0,0,0,0,0,0,0,0,0
ZBTB8A,0,2,5,10,18,21,6,18,72
ZBTB7C,0,1,8,18,2,16,5,0,4
ZBTB7B,9,1,2,0,6,20,11,4,10
ZBTB7A,0,0,0,0,12,8,2,3,0
ZBTB6,0,0,0,24,12,2,0,0,2
ZBTB5,3,3,8,72,68,81,70,66,94
ZBTB49,0,0,0,12,2,7,2,0,0
ZBTB48,1,2,0,0,0,5,16,17,12
ZBTB47,0,0,0,0,0,0,0,0,0
ZBTB46-AS1,0,0,0,0,0,0,0,0,0
ZBTB46,2,12,4,2,111,27,24,36,31
ZBTB45,0,0,0,11,6,33,0,36,32
ZBTB44-DT,0,0,0,0,0,0,0,0,0
ZBTB44,0,0,2,18,12,41,19,18,8
ZBTB43,1,2,0,2,12,4,0,4,0
ZBTB42,0,0,0,0,0,6,0,0,0
ZBTB41,0,0,0,6,0,19,0,1,0
ZBTB40,0,0,0,0,0,0,0,0,0
ZBTB4,0,0,0,6,2,4,0,7,6
ZBTB39,0,0,0,0,0,4,12,8,0
ZBTB38,4,0,2,22,1,68,22,11,18
ZBTB37,1,0,2,0,4,16,0,0,2
ZBTB34,0,0,0,7,0,4,0,0,16
ZBTB33,0,0,0,10,0,10,3,0,1
ZBTB32,20,14,15,164,150,211,270,287,187
ZBTB3,0,0,0,0,0,0,0,4,0
ZBTB26,0,0,0,0,2,2,0,0,0
ZBTB25,94,91,98,698,670,785,889,702,540
ZBTB24,4,2,0,6,6,21,10,0,0
ZBTB22,0,0,0,0,0,0,0,0,0
ZBTB21,0,0,0,2,0,10,2,8,0
ZBTB20-AS5,0,0,0,16,4,1,0,0,1
ZBTB20-AS4,0,0,1,0,0,5,22,8,0
ZBTB20-AS3,0,0,0,0,5,6,11,0,0
ZBTB20-AS1,1,1,0,13,7,15,13,19,5
ZBTB20,0,0,0,0,0,2,2,0,1
ZBTB2,0,0,0,0,1,12,0,0,0
ZBTB18,0,0,0,6,8,25,12,8,6
ZBTB17,12,8,5,8,30,49,58,86,40
ZBTB16,0,0,0,0,0,0,0,0,0
ZBTB14,1,2,0,4,0,9,10,0,0
ZBTB12,0,0,0,0,0,0,0,0,0
ZBTB11-AS1,26,26,5,199,170,191,349,260,114
ZBTB11,4,14,3,53,107,55,43,35,34
ZBTB10,0,0,0,0,0,0,0,0,0
ZBTB1,0,0,0,2,9,28,12,4,9
ZBP1,0,0,0,0,0,0,0,0,0
ZBED9,0,0,0,0,0,5,0,0,5
ZBED8,0,0,0,0,0,3,0,0,0
ZBED6CL,0,0,0,8,2,9,0,0,0
ZBED6,2,0,1,4,12,20,2,2,0
ZBED5-AS1,0,0,0,0,1,4,2,0,2
ZBED5,0,0,0,4,3,5,10,4,2
ZBED4,0,0,0,2,52,32,18,12,33
ZBED3-AS1,0,0,0,0,10,2,0,0,0
ZBED3,2,0,1,5,31,21,18,12,18
ZBED2,0,0,0,14,0,0,0,0,0
ZBED1,0,0,0,0,0,0,0,0,0
ZBBX,0,0,0,0,0,0,0,0,0
ZASP,0,0,0,0,0,0,0,0,0
ZAR1L,1,0,0,0,0,0,0,0,0
ZAR1,0,0,0,0,0,0,0,0,0
ZAP70,0,0,0,0,0,0,1,0,0
ZAN,1,0,1,0,0,6,14,6,1
ZADH2,0,0,0,5,6,22,4,2,2
ZACN,166,138,153,1010,915,976,1365,1380,827
YY2,0,0,0,0,4,0,0,0,0
YY1P2,0,0,0,0,0,0,0,0,0
YY1AP1,0,0,3,12,10,15,33,2,20
YY1,3,4,5,38,14,110,36,26,29
YWHAZ,10,14,4,64,56,141,114,41,48
YWHAQ,4,22,4,25,81,212,78,48,42
YWHAH,0,6,0,18,6,22,19,1,4
YWHAG,14,2,7,18,37,103,46,22,30
YWHAEP7,0,0,0,0,0,0,0,0,0
YWHAEP1,0,0,0,0,0,2,0,0,0
YWHAE,0,0,0,0,0,0,0,0,0
YWHAB,10,6,0,30,47,127,39,17,36
YTHDF3-AS1,0,0,0,0,0,0,0,0,0
YTHDF3,0,0,0,6,0,15,2,12,2
YTHDF2,6,2,2,5,26,38,31,19,22
YTHDF1,2,6,0,27,14,26,12,0,10
YTHDC2,0,2,0,0,4,41,2,2,10
YTHDC1,0,0,0,0,0,0,0,0,0
YRDC,3,16,24,104,139,137,282,114,131
YPEL5,0,1,0,11,14,21,18,5,2
YPEL4,0,0,0,0,0,0,0,0,0
YPEL3,2,4,2,21,14,24,14,70,20
YPEL2,0,0,0,0,0,4,2,4,10
YPEL1,42,19,38,120,231,252,163,201,140
YOD1,2,2,0,0,2,18,3,0,4
YME1L1,2,2,2,2,13,64,20,24,20
YLPM1,0,0,0,1,18,18,0,1,2
YKT6,2,0,6,16,20,23,14,8,16
YJU2,0,0,0,2,0,16,0,0,4
YJEFN3,0,0,0,0,0,0,2,0,0
YIPF7,0,0,0,0,0,0,0,0,0
YIPF6,0,2,0,16,10,30,2,0,6
YIPF5,0,0,0,4,2,17,4,0,0
YIPF4,2,0,0,14,14,62,16,2,18
YIPF3,0,2,2,2,0,6,10,0,10
YIPF2,28,48,56,378,326,290,398,294,129
YIPF1,0,2,0,0,0,6,4,0,2
YIF1B,463,546,445,2195,1986,2278,2882,2583,1595
YIF1A,0,0,0,2,0,24,10,0,4
YES1,0,4,0,2,3,16,15,0,11
YEATS4,0,0,0,0,0,6,4,6,0
YEATS2-AS1,15,3,16,54,91,132,110,107,93
YEATS2,2,0,0,0,4,33,8,14,8
YDJC,0,6,3,17,6,23,7,23,6
YBX3P1,0,0,0,0,3,7,0,1,0
YBX3,0,2,0,6,14,28,20,18,10
YBX2,0,0,0,0,0,2,0,18,2
YBX1,5,9,16,40,29,115,59,40,24
YBEY,0,0,1,0,0,3,0,0,1
YARS2,2,0,1,18,10,33,48,33,10
YARS1,6,12,4,77,31,83,105,81,66
YAP1,4,0,4,10,23,145,37,67,22
YAF2,0,0,0,4,0,14,0,0,0
YAE1,0,0,0,0,12,11,0,0,0
XYLT2,0,6,4,40,17,74,37,69,25
XYLT1,6,6,5,72,70,85,6,24,26
XYLB,0,0,0,2,9,1,0,4,4
XXYLT1-AS2,8,0,0,0,0,11,0,2,6
XXYLT1-AS1,0,0,0,0,0,3,0,0,0
XXYLT1,0,0,0,2,8,20,14,1,4
XRRA1,80,64,85,506,580,759,710,719,684
XRN2,3,4,6,23,36,122,26,28,26
XRN1,0,0,0,16,0,26,5,10,4
XRCC6,2,9,0,29,87,225,102,43,48
XRCC5,8,18,8,28,78,250,134,63,72
XRCC4,2,1,7,10,8,3,7,4,7
XRCC3,21,28,31,73,268,177,238,237,155
XRCC2,2,0,0,2,2,5,0,0,0
XRCC1,0,0,0,0,3,4,8,2,0
XPR1,2,0,0,0,6,20,0,3,10
XPOT,0,10,6,19,36,66,37,56,25
XPO7,2,4,0,1,10,13,20,12,12
XPO6,1,0,0,6,26,37,9,12,12
XPO5,3,10,9,12,54,59,78,31,83
XPO4,3,2,0,7,41,67,10,0,11
XPO1,8,18,8,55,60,218,60,58,50
XPNPEP3,1,0,0,10,0,4,16,0,0
XPNPEP2,0,0,0,0,0,0,0,0,0
XPNPEP1,0,5,0,4,30,58,6,6,14
XPC,2,4,0,21,0,28,10,17,12
XPA,0,4,2,21,0,35,18,0,22
XLOC_009911,0,0,0,0,0,0,0,0,0
XLOC_008559,0,0,0,0,0,0,0,0,0
XLOC_007697,0,0,0,0,0,0,0,0,0
XKRY2,0,0,0,0,0,0,0,0,0
XKRY,0,0,0,0,0,0,0,0,0
XKRX,2,0,0,0,2,8,0,4,0
XKR9,0,0,0,4,0,4,0,4,0
XKR8,0,0,0,4,0,8,2,0,0
XKR7,0,0,0,0,0,0,0,0,0
XKR6,0,0,0,0,0,0,0,0,0
XKR5,0,0,0,0,0,0,0,0,0
XKR4,0,0,0,0,0,0,0,0,0
XKR3,0,0,0,0,0,0,0,0,0
XK,0,2,0,18,16,34,3,28,1
XIST,0,0,0,0,0,0,0,1,0
XIRP2-AS1,0,0,0,0,0,0,0,0,0
XIRP2,0,0,0,0,0,0,0,0,0
XIRP1,0,0,1,0,0,4,0,0,0
XIAP,0,0,4,4,6,22,6,8,14
XGY2,0,0,0,0,0,0,0,0,0
XG,0,0,0,0,0,0,0,0,0
XDH,0,0,0,2,0,0,0,0,1
XCR1,0,0,0,0,0,0,0,0,0
XCL2,0,0,0,0,0,0,0,0,0
XCL1,0,0,0,0,0,0,0,0,0
XBP1,10,8,0,24,30,111,40,55,41
XAGE5,0,0,0,0,0,0,0,0,0
XAGE3,0,0,0,0,0,0,0,0,0
XAGE2,0,0,0,0,0,0,0,0,0
XAGE1B,0,0,0,0,0,0,0,0,0
XAGE1A,0,0,0,0,0,0,0,0,0
XAF1,0,0,0,0,0,0,0,0,0
XACT,0,0,0,0,0,0,0,0,0
XAB2,0,0,0,0,0,10,10,4,4
WWTR1-AS1,0,0,0,0,0,0,0,0,0
WWTR1,0,0,0,0,0,0,0,0,0
WWP2,2,2,0,4,6,10,6,6,8
WWP1,4,1,1,23,20,20,11,16,28
WWOX,0,0,0,0,6,2,0,0,2
WWC3,0,0,0,0,0,10,2,0,0
WWC2-AS2,0,0,0,0,0,2,0,0,0
WWC2-AS1,0,0,0,0,0,1,0,0,0
WWC2,0,0,4,3,8,14,2,11,0
WWC1,0,0,2,8,0,15,6,3,10
WTIP,0,0,0,0,0,0,0,0,0
WTAPP1,66,60,86,169,119,135,80,38,47
WTAP,0,0,7,0,46,35,9,30,19
WT1-AS,0,0,0,0,0,0,0,0,0
WT1,0,0,0,0,0,0,0,0,0
WSPAR,0,0,0,0,0,0,0,0,0
WSCD2,0,0,0,0,0,0,0,0,0
WSCD1,0,0,0,0,0,0,0,0,0
WSB2,9,2,4,56,26,96,70,12,74
WSB1,6,0,0,0,18,20,4,6,12
WRNIP1,0,0,6,2,2,45,24,27,18
WRN,2,0,0,2,4,24,10,4,2
WRAP73,2,0,2,8,16,43,24,6,13
WRAP53,1,0,1,39,39,30,39,44,15
WNT9B,0,0,0,0,0,0,0,0,0
WNT9A,0,0,0,0,0,0,0,0,0
WNT8B,4,0,0,0,0,1,20,0,6
WNT8A,0,0,0,0,0,0,0,0,0
WNT7B,0,0,0,0,0,0,0,0,0
WNT7A,0,0,0,0,0,0,0,0,0
WNT6,0,0,0,0,0,0,0,0,0
WNT5B,0,0,0,2,0,4,0,0,0
WNT5A,0,0,0,0,0,0,0,0,0
WNT4,2,0,2,13,23,41,12,38,13
WNT3A,0,0,0,0,0,0,0,0,0
WNT3,0,0,0,0,0,0,0,0,0
WNT2B,9,7,9,20,56,120,73,68,73
WNT2,0,0,0,0,0,0,0,0,0
WNT16,0,0,1,14,12,1,4,0,14
WNT11,0,0,0,0,0,0,0,0,0
WNT10B,0,0,0,0,0,0,0,0,0
WNT10A,0,0,0,0,0,2,0,0,4
WNT1,0,0,0,0,0,0,0,0,0
WNK4,3,1,1,16,18,33,47,105,64
WNK3,0,4,0,26,20,52,14,20,22
WNK2,0,0,0,0,0,0,0,0,6
WNK1,4,7,4,6,35,69,25,26,46
WLS,0,2,0,8,4,23,14,2,20
WIZ,0,0,0,0,0,2,0,0,0
WIPI2,0,6,2,4,30,26,14,2,4
WIPI1,1,0,0,0,24,58,32,16,21
WIPF3,0,0,0,0,0,0,0,0,0
WIPF2,0,0,6,0,4,10,0,2,0
WIPF1,0,0,0,0,0,0,0,0,0
WIF1,1,0,0,0,0,0,0,0,0
WHRN,0,0,0,0,0,0,0,0,0
WHAMMP3,0,0,0,0,0,0,0,0,0
WHAMMP2,0,0,0,0,0,0,0,0,0
WHAMMP1,0,0,0,0,0,0,0,0,0
WHAMM,0,0,0,0,8,1,2,3,2
WFS1,8,6,2,28,43,100,0,24,4
WFIKKN2,0,0,0,0,0,0,0,0,0
WFIKKN1,1,0,5,24,50,38,29,51,32
WFDC9,0,0,0,0,0,0,0,0,0
WFDC8,0,0,0,0,0,0,0,0,0
WFDC6,0,0,0,0,0,0,0,0,0
WFDC5,0,0,0,0,0,0,0,0,0
WFDC3,0,0,0,0,0,0,0,0,0
WFDC21P,2,0,0,18,23,21,20,13,13
WFDC2,0,0,0,0,0,0,0,0,0
WFDC13,0,0,0,6,0,1,0,5,14
WFDC12,0,0,0,0,0,0,0,0,0
WFDC11,0,0,0,0,0,0,0,0,0
WFDC10B,0,0,0,0,0,0,0,0,0
WFDC10A,0,0,0,0,0,0,0,0,0
WFDC1,0,0,0,0,0,0,0,0,0
WEE2-AS1,0,0,0,0,0,0,0,0,0
WEE2,0,0,0,0,0,0,0,0,0
WEE1,0,0,0,2,0,26,6,0,2
WDYHV1,0,0,0,0,2,0,0,0,0
WDTC1,0,0,0,0,2,9,0,3,0
WDSUB1,2,1,2,16,8,31,0,22,17
WDR97,0,0,0,0,0,1,0,0,0
WDR93,0,0,0,0,0,0,20,0,0
WDR92,3,0,0,0,2,20,0,0,0
WDR91,0,0,0,0,4,2,0,0,0
WDR90,2,1,2,2,0,18,6,6,7
WDR89,0,0,1,1,0,25,4,0,2
WDR88,5,2,3,84,78,68,102,60,62
WDR87,0,0,0,0,0,0,0,0,0
WDR86-AS1,0,0,0,0,0,0,0,0,0
WDR86,0,0,0,0,0,3,0,0,0
WDR83OS,0,2,0,8,0,53,7,6,6
WDR83,127,124,110,1111,1166,1081,1392,1311,972
WDR82,0,2,2,16,21,39,20,16,16
WDR81,0,0,0,0,0,0,0,0,0
WDR78,0,0,0,0,0,0,0,0,0
WDR77,0,0,2,6,11,24,16,0,10
WDR76,0,0,0,14,40,9,4,0,8
WDR75,0,0,0,10,8,34,10,6,6
WDR74,4,0,2,12,21,26,19,2,10
WDR73,6,5,10,51,52,57,58,30,70
WDR72,0,0,1,0,0,6,0,0,0
WDR70,0,0,0,4,0,19,10,6,4
WDR7,0,0,0,0,0,10,0,6,0
WDR66,0,0,0,0,0,0,0,0,0
