GeneID,150-2,150-3,33-1,33-2,33-3,con-1,con-2,con-3
ANKRD65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANKRD63,0.0,0.8183183183183182,0.0,0.7572572572572573,0.0,0.0,0.0,0.0
ANKRD62P1-PARP4P3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANKRD62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANKRD61,0.9639639639639639,0.970970970970971,0.9636338913851662,0.9745282072021898,0.9519519519519519,0.9602863467199364,0.9518068819626726,0.9724776863965664
ANKRD60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANKRD6,0.7892892892892893,0.8183183183183182,0.9374374374374375,0.8943943943943944,0.9409409409409409,0.9302041036876072,0.9269269269269269,0.9684725711153631
ANKRD55,0.0,0.0,0.0,0.0,0.5085085085085085,0.0,0.0,0.0
ANKRD54,0.9464464464464464,0.8183183183183182,0.9004004004004005,0.8743743743743744,0.8243243243243243,0.7702702702702703,0.8738738738738738,0.6496496496496497
ANKRD53,0.0,0.8183183183183182,0.0,0.9099099099099099,0.5085085085085085,0.6176176176176176,0.8928928928928929,0.0
ANKRD52,0.0,0.0,0.6666666666666666,0.7287287287287287,0.539039039039039,0.7232232232232232,0.8953953953953955,0.8308308308308309
ANKRD50,0.0,0.0,0.0,0.6531531531531531,0.7347347347347347,0.6176176176176176,0.0,0.6971971971971972
ANKRD49,0.0,0.0,0.0,0.6531531531531531,0.6721721721721722,0.7232232232232232,0.6626626626626626,0.0
ANKRD46,0.8353353353353354,0.0,0.6896896896896897,0.0,0.6476476476476476,0.6576576576576576,0.0,0.6496496496496497
ANKRD45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANKRD44-IT1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANKRD44-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANKRD44,0.0,0.9339339339339339,0.0,0.0,0.539039039039039,0.7232232232232232,0.0,0.0
ANKRD42,0.0,0.8183183183183182,0.0,0.0,0.6191191191191192,0.0,0.0,0.0
ANKRD40CL,0.0,0.0,0.9329329329329329,0.6736736736736737,0.562062062062062,0.5940940940940941,0.0,0.8968968968968969
ANKRD40,0.8353353353353354,0.0,0.8968968968968969,0.9164164164164164,0.8393393393393394,0.7487487487487487,0.8348348348348349,0.9019019019019019
ANKRD39,0.0,0.0,0.7732732732732732,0.6531531531531531,0.539039039039039,0.0,0.0,0.0
ANKRD37,0.8918918918918919,0.9424424424424425,0.9354354354354355,0.6936936936936937,0.8468468468468469,0.8173173173173174,0.9269269269269269,0.8903903903903904
ANKRD36C,0.0,0.0,0.0,0.0,0.5825825825825826,0.7232232232232232,0.0,0.6496496496496497
ANKRD36BP2,0.0,0.0,0.0,0.6291291291291291,0.5085085085085085,0.6176176176176176,0.0,0.0
ANKRD36BP1,0.9819819819819819,0.98998998998999,0.9840351056940367,0.9868001111995207,0.9882598601808982,0.9829885009197892,0.985483440848277,0.9898850745606781
ANKRD36B,0.0,0.0,0.0,0.0,0.5825825825825826,0.0,0.6836836836836837,0.0
ANKRD36,0.0,0.0,0.0,0.0,0.0,0.6176176176176176,0.6391391391391391,0.0
ANKRD35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANKRD34C-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANKRD34C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANKRD34B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANKRD34A,0.0,0.0,0.0,0.0,0.0,0.5940940940940941,0.7647647647647647,0.0
ANKRD33B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANKRD33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANKRD31,0.0,0.0,0.0,0.0,0.0,0.0,0.7362362362362362,0.0
ANKRD30BP3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANKRD30BP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANKRD30BL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANKRD30B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANKRD30A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANKRD29,0.0,0.0,0.0,0.0,0.6956956956956957,0.0,0.0,0.0
ANKRD28,0.0,0.0,0.7587587587587588,0.8743743743743744,0.8538538538538538,0.8173173173173174,0.8778778778778779,0.7372372372372372
ANKRD27,0.0,0.0,0.7587587587587588,0.8008008008008007,0.9004004004004005,0.8463463463463463,0.7872872872872873,0.8568568568568569
ANKRD26P3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
