"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","GeneID"
"AXIN2",86.1654339767133,1.06818433320094,0.323265513188728,3.3043559848505,0.000951948709050328,0.0245419258750107,"AXIN2"
"CACNA2D2",369.172281642509,0.619781518275332,0.187607813618644,3.30360184003413,0.000954512930666581,0.0245488794355811,"CACNA2D2"
"H3C1",913.304728706189,0.706567349476566,0.214014090317199,3.30149920703508,0.00096169606726258,0.024674307490749,"H3C1"
"PLK1",538.263102095642,0.624546903582442,0.189342597821711,3.29850182033802,0.000972022498434342,0.0248795902171029,"PLK1"
"PMVK",102.154420428178,1.21749646001196,0.369540988594535,3.29461818198418,0.000985554923212353,0.025132680688469,"PMVK"
"PTPDC1",31.8949041741306,-2.00110648354802,0.607441835600713,-3.29431785278517,0.00098660864465436,0.025132680688469,"PTPDC1"
"EXOSC3",382.838694658675,0.703922536481427,0.213854145555758,3.29160108003561,0.000996188098845865,0.0253164286687694,"EXOSC3"
"KRT33A",233.280071587472,-0.749502663483631,0.22783717796845,-3.28964162112041,0.0010031506046136,0.0254329581013291,"KRT33A"
"H3C8",3026.41553331527,0.632270591643272,0.192479706399728,3.28486884913581,0.00102029852675157,0.0257249072405443,"H3C8"
"IL36RN",21.9447162188175,-2.69500487465572,0.82053893784584,-3.28443264585458,0.00102187920153578,0.0257249072405443,"IL36RN"
"LOC100288175",8.3047830611256,-4.93944910902188,1.503309837132,-3.28571594957785,0.00101723534201359,0.0257249072405443,"LOC100288175"
"CHAF1A",403.367929857969,0.657768385350199,0.200655305735446,3.27810113437735,0.00104507945086287,0.0262025384628528,"CHAF1A"
"DPP6",191.092760261591,-0.815974507821725,0.248930577261968,-3.27791995984091,0.00104575043682944,0.0262025384628528,"DPP6"
"KHSRP",1330.09333107235,0.476778703875612,0.145633822844153,3.27381850290249,0.00106104738584925,0.026523705563554,"KHSRP"
"NDUFS6",534.516524595701,0.731877205415751,0.223688495908541,3.27185894135116,0.00106842868440734,0.026645963856583,"NDUFS6"
"COASY",8.15665780634282,-4.91460854374715,1.50300888362543,-3.26984663716196,0.00107605806763218,0.0267738261990621,"COASY"
"DIDO1",875.412738180952,-0.604118512279839,0.184932456090218,-3.26669815051353,0.00108809629997098,0.0268857790147563,"DIDO1"
"LOC101929653",32.370061862948,-2.15309150492091,0.658947775044197,-3.26746911737656,0.00108513704793819,0.0268857790147563,"LOC101929653"
"NSRP1",292.025427742119,0.720000178480749,0.220399948649462,3.26678922972836,0.00108774631634106,0.0268857790147563,"NSRP1"
"DAPK3",279.479767247643,0.883523602395268,0.270702419648777,3.26381863723862,0.00109921504419636,0.0270356362249582,"DAPK3"
"TNFAIP8L1",212.539673506325,-0.849159985971385,0.260131225214893,-3.26435238703042,0.00109714616125209,0.0270356362249582,"TNFAIP8L1"
"PPP1R36",112.797253602623,-1.19158076149201,0.365200189755475,-3.2628152857474,0.00110311393234732,0.0270693026655597,"PPP1R36"
"MAPK1IP1L",8.04699732231122,4.26342395856778,1.30721960274294,3.26144432780983,0.00110846196606131,0.0271382942217161,"MAPK1IP1L"
"SFTPB",3.3739811345896,6.82120688769918,2.09525385497542,3.25555152732517,0.00113172358668764,0.02764454487208,"SFTPB"
"ARHGAP23",113.290612487986,0.924710513871322,0.284381294934789,3.25165730074957,0.00114734268213761,0.0279622308797046,"ARHGAP23"
"GALT",92.4118280419249,-1.14666420591403,0.352808302663321,-3.25010550278424,0.00115362201773641,0.0280513681085497,"GALT"
"PAN2",66.5756467013054,1.2703348376899,0.391244894520957,3.24690457429561,0.00116667499737179,0.0283044349135619,"PAN2"
"ATP8A1",113.427820010186,-1.03975268478786,0.320555394243394,-3.24359752935055,0.00118030394591526,0.0283090619113754,"ATP8A1"
"CYP4A22",701.151486507106,-0.563667971581806,0.173844267768048,-3.24237306653034,0.00118538739473747,0.0283090619113754,"CYP4A22"
"FAM234B",415.591121340673,0.667953033077863,0.205859404665527,3.2447049682434,0.00117572368577283,0.0283090619113754,"FAM234B"
"GLB1",115.510245473671,-0.98649649693828,0.304104488568085,-3.24393928410372,0.0011788887254295,0.0283090619113754,"GLB1"
"GTF2IP20",340.261599151137,0.695453199950503,0.21445644472461,3.24286453990019,0.0011833445809841,0.0283090619113754,"GTF2IP20"
"RPS2",3.40195409729621,6.83095628916825,2.10504060111908,3.24504728580379,0.0011743112199332,0.0283090619113754,"RPS2"
"THAP6",34.1138808331567,2.3666389834214,0.729250155855073,3.24530473448638,0.00117324997210244,0.0283090619113754,"THAP6"
"SPRY4",79.0435302680764,-1.40060307459931,0.43219956090743,-3.24063974442421,0.00119261800245626,0.0284183073681058,"SPRY4"
"C16orf70",437.833706787286,0.586305098556388,0.18098091681148,3.23959624520587,0.00119699061971808,0.028459116978586,"C16orf70"
"CRTAC1",59.3452323073148,-1.47534197437332,0.455511891296383,-3.23886599354083,0.00120005942693457,0.0284688155405167,"CRTAC1"
"CCDC33",18.6778804497125,2.14259268445921,0.662053076586641,3.23628536779229,0.00121096256148268,0.0286006367445987,"CCDC33"
"GPHN",57.2940539094174,-1.60080575045758,0.49463130481645,-3.23636157855317,0.00121063926435873,0.0286006367445987,"GPHN"
"BANK1",57.3802463785175,1.33607091579482,0.413417391268096,3.23177240245415,0.00123025001830047,0.028613544905443,"BANK1"
"CASQ1",48.0441722066053,-1.54501244202435,0.478200429180179,-3.23088886530926,0.00123405912026111,0.028613544905443,"CASQ1"
"DUS4L-BCAP29",110.092038070374,-1.227065357913,0.379658721597303,-3.23202204535294,0.00122917572792171,0.028613544905443,"DUS4L-BCAP29"
"HECTD4",677.717917900756,-0.572684100468738,0.177108686963309,-3.23351784877374,0.0012227569515079,0.028613544905443,"HECTD4"
"LTBP2",76.4380933865556,-1.30883341777174,0.404692658743718,-3.2341417356933,0.00122008889482986,0.028613544905443,"LTBP2"
"MBD3",840.870169472473,0.668399761000837,0.206900508138671,3.23053706834231,0.00123557881543272,0.028613544905443,"MBD3"
"PHC3",68.3219249268179,1.21971417346595,0.376987286164666,3.23542522050249,0.00121461696483646,0.028613544905443,"PHC3"
"RAPGEF5",82.7838497993081,-1.39790267050919,0.432646197297776,-3.2310527152214,0.00123335190955351,0.028613544905443,"RAPGEF5"
"SAMD4A",174.108888422888,-0.909807623960502,0.281525915970285,-3.23170114134904,0.00123055683586394,0.028613544905443,"SAMD4A"
"LINC02273",19.7633807320194,-2.83750635316128,0.878697803872986,-3.22921753150465,0.0012412943722241,0.0286838196294291,"LINC02273"
"HERC1",124.955852793684,-0.960631200040889,0.298257067870441,-3.22081621367704,0.00127826091434136,0.0294743825916772,"HERC1"
"LINC00656",3.47582248531839,6.8566500284286,2.13115607030979,3.21733829068272,0.00129385941412839,0.0297060126003426,"LINC00656"
"OR10H3",3.47582248531839,6.8566500284286,2.13115607030979,3.21733829068272,0.00129385941412839,0.0297060126003426,"OR10H3"
"MCL1",12.4999985053248,-4.5120880216675,1.40298523953762,-3.21606236082323,0.00129962587936349,0.0297483863115012,"MCL1"
"UQCRC2",1252.20964503422,-0.505092675877906,0.157070812259956,-3.21570041314847,0.00130126598689434,0.0297483863115012,"UQCRC2"
"LOC105373051",98.4596187032718,1.09947017463533,0.342286130797043,3.21213766995209,0.00131751223289103,0.0300555722381688,"LOC105373051"
"PPP5C",286.184184402506,0.814222466757341,0.253635394154729,3.21020837596755,0.001326387810391,0.0301936663476029,"PPP5C"
"FBXO4",251.735521107717,-0.702962477040208,0.219215863202968,-3.20671354148011,0.00134260616841578,0.0302658227458506,"FBXO4"
"H2BC8",1821.72437136781,0.59950212105572,0.186965874140583,3.20647884974422,0.00134370182300019,0.0302658227458506,"H2BC8"
"H4C5",1819.73536699861,0.678510073763823,0.211563463604605,3.20712311191833,0.00134069606949059,0.0302658227458506,"H4C5"
"SRRM1",112.602150308535,1.04802782364114,0.326637241511127,3.20853745516779,0.00133411930815886,0.0302658227458506,"SRRM1"
"TERB1",468.482902240994,0.573691756654044,0.178831142536981,3.20800811601039,0.00133657726629222,0.0302658227458506,"TERB1"
"KANSL1",1413.1631546388,-0.600703447825525,0.187419856672381,-3.20512169036381,0.00135005389321015,0.0303024862898754,"KANSL1"
"METTL3",22.6685391107681,2.14380635443342,0.668910761976719,3.20492130833445,0.00135099410788584,0.0303024862898754,"METTL3"
"SIRT6",354.132794263545,0.789670949872086,0.246539728996052,3.20301702726675,0.00135995939970306,0.030439760705906,"SIRT6"
"ATPSCKMT",198.557347457205,0.758995653361328,0.237034423613365,3.20204821642004,0.00136454156106808,0.030478559836884,"ATPSCKMT"
"TEC",53.3655067496061,-1.47219024410942,0.460206243698097,-3.19897929302151,0.00137915074287843,0.0307406954126173,"TEC"
"SPNS1",256.617151948636,0.702890192500474,0.220125290420809,3.19313692287139,0.00140736196592604,0.0313042945393819,"SPNS1"
"RAD50",3.00763119290881,6.64413330382448,2.08161783681672,3.19181224637511,0.0014138320291967,0.0313829644821068,"RAD50"
"CYP2C18",70.8731834295687,-1.3400734809042,0.420102751389972,-3.18987075535776,0.00142336433718842,0.031529140876975,"CYP2C18"
"EIF2S3",187.134570399247,-0.821140628880627,0.257653091444312,-3.18700087888565,0.00143756338035541,0.0316329726638436,"EIF2S3"
"KISS1",111.147099517034,0.920425376865792,0.288869333069364,3.18630353414766,0.00144103323457439,0.0316329726638436,"KISS1"
"MYL12B",6454.46420094556,0.414178762983202,0.13000197599677,3.18594205824603,0.00144283490606184,0.0316329726638436,"MYL12B"
"SEC22C",24.2507580386752,-2.36654696499805,0.742701529177066,-3.18640378675435,0.0014405339220639,0.0316329726638436,"SEC22C"
"SIRT5",97.4936541826656,-1.07519776663088,0.33726717356605,-3.18797040121757,0.00143275201855692,0.0316329726638436,"SIRT5"
"TOM1L2",32.7105307488305,-1.91424434347907,0.601456512898225,-3.18268121207125,0.00145918174277327,0.0319259416481211,"TOM1L2"
"H1-2",13417.7223280926,0.562770740978707,0.176856736141598,3.18207128128912,0.00146225825013454,0.0319279612616111,"H1-2"
"RALGAPA2",335.234520222734,-0.697153035269641,0.219668249355274,-3.17366318216576,0.00150528259347606,0.0328004449441963,"RALGAPA2"
"KRT78",2.95386380508187,6.62366525858378,2.0902149231623,3.16889195708296,0.00153021266852705,0.0332759051637621,"KRT78"
"FEM1A",565.345230427721,0.609918080366075,0.192551208834159,3.1675629774487,0.00153722411065848,0.0333020756293726,"FEM1A"
"ZNF629",701.469149524189,0.544863271635989,0.172017683941717,3.16748405832855,0.00153764140208525,0.0333020756293726,"ZNF629"
"ALPK3",64.7817084833705,-1.32650518759817,0.419085991445539,-3.16523390109677,0.00154958327947408,0.0334929121355418,"ALPK3"
"CUL4B",26.6560917359341,1.88052326735168,0.594525033153894,3.16306826875851,0.00156115717336443,0.033675041527875,"CUL4B"
"SCARNA8",7.63818395138537,-4.81911385846645,1.52438199929749,-3.161355789223,0.00157036556229508,0.0338055153943563,"SCARNA8"
"STPG1",17.6324050896601,-2.99205220587496,0.947307436089048,-3.15848064935247,0.00158593837733547,0.0340721981909884,"STPG1"
"ARHGAP5",102.216660192408,-1.01702933587356,0.322349005969533,-3.15505652891538,0.00160467010917199,0.0344055420802227,"ARHGAP5"
"CCDC28A-AS1",1186.94668401345,0.613105530772761,0.194467274626274,3.15274398713626,0.001617435909657,0.0345273299137295,"CCDC28A-AS1"
"GEN1",108.379452324602,-1.12109350969347,0.355642555901563,-3.15230416352022,0.0016198743983774,0.0345273299137295,"GEN1"
"RALY-AS1",3.30798470907877,6.7971764471046,2.15627593152289,3.15227580465736,0.0016200317428444,0.0345273299137295,"RALY-AS1"
"C11orf65",90.0571332171028,-1.16130095090744,0.369303623060865,-3.14456961261939,0.00166331333277067,0.0353793028773627,"C11orf65"
"LYRM1",117.685172395366,-1.12042976639315,0.357421962779084,-3.13475354922626,0.00171998544438207,0.0365121513282614,"LYRM1"
"TNS4",229.591958876916,0.744140299611056,0.237556181658016,3.13248131207259,0.00173335461825048,0.0367230912092316,"TNS4"
"RFX3",158.13826885023,-0.990408474883689,0.316307938068818,-3.13115276502548,0.0017412155999119,0.0367441138135254,"RFX3"
"SCUBE1",196.174196017631,0.804553536382758,0.256914162600804,3.13160445589324,0.0017385392851854,0.0367441138135254,"SCUBE1"
"LINC02702",293.8878333808,0.642120129073503,0.205235355857694,3.12870132141723,0.00175580684299441,0.0369146454096203,"LINC02702"
"MAJIN",554.227859286821,0.643511034533388,0.205688475423839,3.12857117156116,0.00175658464194823,0.0369146454096203,"MAJIN"
"PANK4",194.764410136358,0.961956772143341,0.307525120516404,3.12805916644467,0.00175964755200545,0.0369146454096203,"PANK4"
"GLMP",995.665001975775,0.512175960648384,0.16377968028052,3.1272253051852,0.00176464637736695,0.036947067693638,"GLMP"
"ZNF41",883.994034019343,0.549559574850616,0.175784385717127,3.12632758938537,0.00177004258816596,0.0369876672866945,"ZNF41"
"PRKCSH",185.550679184886,-0.825689623581545,0.2643971570149,-3.12291415272296,0.0017906997068299,0.0373463862833784,"PRKCSH"
"SHD",7.48903820637387,-4.79191956779121,1.53576381043677,-3.1202190956879,0.00180716569360007,0.0376164703420762,"SHD"
"LIPE",309.551589474421,0.65066200401087,0.208691121398848,3.11782312371274,0.00182192108679657,0.0377674293033565,"LIPE"
"LOC100506688",3.7281020385865,6.97091973807448,2.23646441197658,3.11693747539385,0.00182740324527745,0.0377674293033565,"LOC100506688"
"NOB1",5959.38784806163,-0.462272499342645,0.148246770289182,-3.11826354423034,0.00181920051631575,0.0377674293033565,"NOB1"
"RNF10",435.437322758267,0.570630487848299,0.183084839089298,3.11675445485673,0.0018285380296419,0.0377674293033565,"RNF10"
"COA4",3.50411030308322,5.88691434153685,1.89008711293271,3.11462593509913,0.00184178315600622,0.0379677032487679,"COA4"
"HTR3D",595.467519199256,0.614002973143508,0.197774557740315,3.10455996038537,0.00190562298492362,0.0391331389936342,"HTR3D"
"REV1",83.1911485908335,-1.13954718955775,0.367056125128748,-3.10455843546553,0.00190563280827025,0.0391331389936342,"REV1"
"LINC01770",57.3456391328127,1.39157155703051,0.448455691537781,3.10303020630362,0.00191550088355563,0.0392604290290453,"LINC01770"
"LOC100130027",249.030613408861,0.728813971482145,0.235026546536462,3.10098574915271,0.00192877572978311,0.0394569245371883,"LOC100130027"
"BAX",131.379366622712,0.84710785664769,0.273358753906482,3.09888688231836,0.00194249169532353,0.0396616768096687,"BAX"
"IGFLR1",122.279974362657,0.941088228284424,0.303758433348613,3.09814683302758,0.00194734918743426,0.0396851218216366,"IGFLR1"
"KRT16P1",23.5171685875534,-2.31031772075708,0.745959791844833,-3.09710757337662,0.00195418944751023,0.039716199275331,"KRT16P1"
"ZBTB14",280.864973967312,-0.753820885126997,0.243420256252233,-3.09678782174103,0.00195629844079815,0.039716199275331,"ZBTB14"
"CD300LB",53.1408650039851,1.39427805928391,0.450377024520401,3.09580192455122,0.0019628143066537,0.0397697341265589,"CD300LB"
"SLC39A3",287.243884004593,0.785131356583935,0.253655598761067,3.09526523529842,0.00196636969370499,0.0397697341265589,"SLC39A3"
"PLA2G4A",112.092418368334,-1.01838433306154,0.329122900631511,-3.09423723207197,0.00197319638425772,0.0398325058776856,"PLA2G4A"
"ZBTB47",323.912402214155,-0.809485808932523,0.261961156044335,-3.09009862819327,0.00200090039752301,0.0403156936969844,"ZBTB47"
"ZSWIM2",49.1043631794119,-1.76436046206708,0.571082075781477,-3.08950418318191,0.00200490883146205,0.040320525541001,"ZSWIM2"
"FEZ1",802.667231360855,0.500938425582941,0.162469569216043,3.08327539735655,0.00204735591310679,0.0410969247923631,"FEZ1"
"SCARA3",67.7862995154725,1.09805063334032,0.356197745141124,3.08269956314652,0.00205132137623601,0.0410994146148859,"SCARA3"
"DGCR8",476.696076651238,0.533178346504971,0.173674973333559,3.06997799551091,0.00214074542507997,0.0427961382844356,"DGCR8"
"FBXO3",317.511713697095,0.596114903242674,0.194204392065283,3.06952328370764,0.00214400692779302,0.0427961382844356,"FBXO3"
"CLIP4",281.033133748807,0.681735856811884,0.222141005857886,3.06893296975536,0.00214824785802935,0.0428009382366033,"CLIP4"
"TRPV6",11.8858437310627,-4.43573534151707,1.44725016509588,-3.06494029055661,0.00217713457436673,0.0432958416564119,"TRPV6"
"ENTPD4",266.682859500003,-0.654260910939848,0.213833985305184,-3.05966757344996,0.00221582788583166,0.0439835668840685,"ENTPD4"
"DPY19L4",31.8613186870528,-1.98928666038281,0.650435707292942,-3.0583909186998,0.00222529077466685,0.0440880337929686,"DPY19L4"
"NUDCD1",1247.60453626109,-0.467168052807308,0.15280443933106,-3.05729372034252,0.00223345306250948,0.0440880337929686,"NUDCD1"
"SMAD4",4.40471295156854,5.3141331628111,1.73808038521162,3.05747260484967,0.0022321204342287,0.0440880337929686,"SMAD4"
"ITGA1",180.670095209219,-0.788093119350486,0.257953148237294,-3.05517930188435,0.00224926008793071,0.0441998964794096,"ITGA1"
"ORC1",3.03560415561541,6.65599490259269,2.17871420799945,3.05501055537908,0.00225052601379851,0.0441998964794096,"ORC1"
"UBE2J2",536.451589431178,0.594907506458265,0.194740122588946,3.05487897691215,0.00225151356026528,0.0441998964794096,"UBE2J2"
"CD8B",257.124683029279,-0.789408916974534,0.258875139492261,-3.04938094296278,0.00229313503768662,0.0448681204383935,"CD8B"
"CDC34",897.86865056839,0.572358846543264,0.187737005806824,3.04872682976634,0.00229813347044019,0.0448681204383935,"CDC34"
"GAS2L1P2",3.57391777676268,5.90776618722864,1.93772510339843,3.04881542633032,0.00229745587236075,0.0448681204383935,"GAS2L1P2"
"SNAP91",14.538070166543,-3.7738650923847,1.23850674856976,-3.04710902604512,0.00231053887816669,0.045028152017314,"SNAP91"
"STAT4",198.469939565611,-0.856586914749741,0.281340022879884,-3.04466782216568,0.00232937429829289,0.0453126829407921,"STAT4"
"LINC01977",425.19005544199,0.798942116254019,0.262607749312657,3.04234021404604,0.00234746410509812,0.0455817031949995,"LINC01977"
"DKC1",28.9150071015912,-1.96349999335951,0.645652025238849,-3.04111180110237,0.00235706291324268,0.0456851741101148,"DKC1"
"TOX4",118.311298005647,-0.948014723884645,0.311797022705441,-3.04048677456503,0.0023619606476666,0.0456973182086527,"TOX4"
"FGD5P1",2.99975923039746,6.6420516832134,2.18528510950508,3.03944398574046,0.0023701527309096,0.0457730398339383,"FGD5P1"
"LSS",574.566456296532,0.517972953029234,0.17055054106432,3.03706426140209,0.00238894520481679,0.0460528373807834,"LSS"
"BMERB1",2.97965823020221,6.63379512658102,2.18900680139483,3.03050457511323,0.00244145488130425,0.0468120959392639,"BMERB1"
"DESI1",51.0546714373341,1.31575556377592,0.434070309291097,3.03120378337958,0.0024358079123494,0.0468120959392639,"DESI1"
"FCHO2",76.9659443571704,-1.17557022030095,0.387912407888783,-3.03050430043989,0.00244145710198236,0.0468120959392639,"FCHO2"
"RNF40",628.919776427341,0.528216331901021,0.174474789534215,3.02746507567751,0.00246614209337015,0.0472008126242704,"RNF40"
"SFN",112.894022487209,0.894637118049017,0.295742579623959,3.02505347449989,0.00248589171274903,0.0474938489905391,"SFN"
"ZFHX2",625.175944067825,0.485220863438704,0.160646863944335,3.02041914498148,0.00252425094904991,0.0481407502743048,"ZFHX2"
"DSCAML1",6.85500850994457,4.59107801926311,1.52100514681037,3.01845002227037,0.00254071304881033,0.0482825735510156,"DSCAML1"
"L1TD1",29.5135429830976,-1.86443082275233,0.617673077040371,-3.01847513200007,0.00254050251186074,0.0482825735510156,"L1TD1"
"SH3GL1",361.422655707085,0.721516970012438,0.239309302699128,3.0149975862809,0.00256981300764486,0.0485554708831147,"SH3GL1"
"TLE2",45.3407328743476,-1.50861532074729,0.500437157668859,-3.01459493490599,0.00257322665583008,0.0485554708831147,"TLE2"
"ZNF37A",186.116264129738,-0.868598152241228,0.288021004142651,-3.01574586487807,0.00256348015443168,0.0485554708831147,"ZNF37A"
"ZNF844",23.7441300390893,-2.13103761377237,0.706859356146285,-3.01479720858551,0.00257151127676023,0.0485554708831147,"ZNF844"
"LINC00294",101.80534241407,-0.995417787895357,0.33030130795659,-3.01366589812651,0.00258111878679496,0.0486186441899986,"LINC00294"
"PROCA1",82.3007221383666,-1.17762255675999,0.390864941078913,-3.01286309667318,0.00258795637334579,0.0486617666756179,"PROCA1"
"TMEM63C",108.254832575375,-1.00756827517122,0.334487300476896,-3.01227662077059,0.00259296194571996,0.0486703506267682,"TMEM63C"
"ACTN1-AS1",7.23837440907643,-4.74215330044458,1.57523219098243,-3.01044717571892,0.00260863319035012,0.0487932980831398,"ACTN1-AS1"
"G3BP2",4.58698225368981,4.76327024767688,1.5821660966362,3.01060063023973,0.00260731536118383,0.0487932980831398,"G3BP2"
"TUBB3",70.6585373387546,-1.18470741508541,0.393651858147949,-3.00953085972773,0.0026165149663539,0.0488553117365102,"TUBB3"
"PMS2P3",37.5540113718616,1.66299075071869,0.552991698400757,3.00726169222437,0.00263612722089405,0.0491357580772569,"PMS2P3"
